"Consistent speed Download 70/70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,15.574474879999999,1.0382983253333333,16.3666816,17.5379352,0.9954735627329997,0.9954735627329997,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.574474879999999,1.0382983253333333,16.3666816,17.5379352,0.9954735627329997,0.9954735627329997,45
18,,,,,,,,,,,,,,,17.21184352,0.9562135288888889,18.462302,23.639614399999996,3.0631153164531693,3.0631153164531693,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.21184352,0.9562135288888889,18.462302,23.639614399999996,3.0631153164531693,3.0631153164531693,44
20,18.83446496,0.941723248,19.768128,19.954163999999995,2.1061254890710206,2.1061254890710206,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.83446496,0.941723248,19.768128,19.954163999999995,2.1061254890710206,2.1061254890710206,57
25,23.03819664,0.9215278656,24.041110399999997,27.4387464,2.120058941277418,2.120058941277418,87,,,,,,,,,,,,,,,24.223645599999998,0.968945824,25.655231999999998,25.830936,2.669783910102382,2.669783910102382,56,,,,,,,,29.352462399999993,1.1740984959999998,29.6134816,29.742943999999998,3.6627814959499587,3.6627814959499587,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.100979199999998,0.9640391679999998,24.9977956,25.830936,3.5683279191935435,3.5683279191935435,200
40,39.26553679999999,0.9816384199999999,40.5740136,46.3900992,4.452827593779453,4.452827593779453,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.26553679999999,0.9816384199999999,40.5740136,46.3900992,4.452827593779453,4.452827593779453,56
50,,,,,,,,41.614604959999994,0.8322920991999998,43.366627199999996,45.535275999999996,7.532141929100553,7.532141929100553,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.31308336,1.1862616672,59.4096644,59.7769952,5.103325500425426,5.103325500425426,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.90235455999999,1.1380470911999998,56.9276752,57.3539864,1.43904498358408,1.43904498358408,39,46.73319384,0.9346638768,56.9362072,57.3539864,8.609916062080174,8.609916062080174,144
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4261552,1.3237692533333332,79.77308679999999,79.108136,10.404817241562922,10.404817241562922,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4261552,1.3237692533333332,79.77308679999999,79.108136,10.404817241562922,10.404817241562922,40
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.41835528,1.1789114037333333,89.0201192,89.18803199999999,1.0707904398006556,1.0707904398006556,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.89204992,1.0785606656,81.94856320000001,82.931028,2.0147276335503284,2.0147276335503284,53,81.92665584,1.0923554112,82.04826159999999,90.0216064,1.6731718178611015,1.6731718178611015,40,81.9449072,1.0925987626666667,82.17703519999999,90.0216064,3.735861167063076,3.735861167063076,135
80,76.39861728,0.9549827159999998,79.132576,92.04452479999999,5.849836511733919,5.849836511733919,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.39861728,0.9549827159999998,79.132576,92.04452479999999,5.849836511733919,5.849836511733919,83
100,93.88971775999998,0.9388971775999999,99.1771048,104.34457599999999,6.216661614986848,6.216661614986848,42,,,,,,,,,,,,,,,,,,,,,,114.21039872,1.1421039871999998,114.27466799999999,134.30339279999998,3.9384753616671504,3.9384753616671504,55,118.22140184,1.1822140184,118.76634639999999,119.09729999999999,8.414455162541241,8.414455162541241,58,,,,,,,,130.38651199999998,1.3038651199999998,132.2245696,133.28524,3.760338843524619,3.760338843524619,41,114.18071631999999,1.1418071632,114.631862,115.3578384,2.3600217491170046,2.3600217491170046,38,,,,,,,,98.9095776,0.9890957760000001,99.5620776,101.29268719999999,1.8122562966417974,1.8122562966417974,41,99.19823375999998,0.9919823375999999,99.8200788,99.98666879999999,1.3938492635676714,1.3938492635676714,78,99.85722623999999,0.9985722624,110.41704,104.34457599999999,12.002879529176848,12.002879529176848,353
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.41698159999999,1.122779877333333,174.123868,178.78914959999997,13.642433376969091,13.642433376969091,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.41698159999999,1.122779877333333,174.123868,178.78914959999997,13.642433376969091,13.642433376969091,47
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.30337568,1.173162146742857,207.8906784,208.3062424,12.183664479349721,12.183664479349721,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.30337568,1.173162146742857,207.8906784,208.3062424,12.183664479349721,12.183664479349721,39
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.42370503999996,1.1421185252,233.3411228,234.04717839999995,18.331292805462667,18.331292805462667,84,234.38534199999998,1.1719267099999997,237.2374728,238.0486992,8.744410056099303,8.744410056099303,66,,,,,,,,242.54311199999998,1.21271556,261.6346296,266.6419024,35.73357803225863,35.73357803225863,51,217.47639168,1.0873819584,223.0240676,228.5279248,24.085439278322276,24.085439278322276,58,,,,,,,,,,,,,,,,,,,,,,226.78375904,1.1339187952,233.24312239999998,228.5279248,24.600786808117533,24.600786808117533,259
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.847372,1.0873894880000001,272.1918824,272.3570752,13.695577980301133,13.695577980301133,41,,,,,,,,,,,,,,,271.847372,1.0873894880000001,272.1918824,272.3570752,13.695577980301133,13.695577980301133,41
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.67568592,1.1789189530666664,355.7479792,354.9620976,31.99496684913848,31.99496684913848,60,312.848104,1.0428270133333333,333.7017944,350.50523999999996,24.944642540764804,24.944642540764804,39,,,,,,,,324.33155167999996,1.0811051722666667,329.2511296,342.8340608,24.340207510874947,24.340207510874947,39,,,,,,,,,,,,,,,,,,,,,,328.85459464,1.0961819821333334,341.0611596,342.8340608,29.742480231450365,29.742480231450365,138
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.39983359999997,1.140999584,472.66164,479.20440640000004,59.68356479181681,59.68356479181681,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.39983359999997,1.140999584,472.66164,479.20440640000004,59.68356479181681,59.68356479181681,91
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.71844192,1.12343688384,568.4771072000001,571.2907008,59.77015945827362,59.77015945827362,43,,,,,,,,337.87439359999996,0.6757487872,353.0862624,546.0690576,101.82139759480117,101.82139759480117,141,499.07151616,0.99814303232,503.44717679999997,569.0758384,60.13773232273108,60.13773232273108,69,,,,,,,,355.24564799999996,0.710491296,501.57734559999994,569.0758384,99.12300540448285,99.12300540448285,253
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Consistent speed Download 70/70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cable,,,,,,,DSL,,,,,,,Fiber,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tier (Mbps)","Consistent Speed","C.S. % Advertised",Median,Mode,"Standard Error of Mean","Standard Deviation","Unweighted Valid N","Consistent Speed","C.S. % Advertised",Median,Mode,"Standard Error of Mean","Standard Deviation","Unweighted Valid N","Consistent Speed","C.S. % Advertised",Median,Mode,"Standard Error of Mean","Standard Deviation","Unweighted Valid N","Consistent Speed","C.S. % Advertised",Median,Mode,"Standard Error of Mean","Standard Deviation","Unweighted Valid N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,,,,,,,1.08972832,0.7264855466666666,1.1676976,1.8477679999999999,0.24133540636128287,0.24133540636128287,65,,,,,,,,1.08972832,0.7264855466666666,1.1676976,1.8477679999999999,0.24133540636128287,0.24133540636128287,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,2.3620820799999995,0.7873606933333333,2.7047772,4.176956,0.7838952319725614,0.7838952319725614,50,,,,,,,,2.3620820799999995,0.7873606933333333,2.7047772,4.176956,0.7838952319725614,0.7838952319725614,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,3.4587991999999996,0.6917598399999999,3.9756784,4.76968,1.1366158244806448,1.1366158244806448,49,,,,,,,,3.4587991999999996,0.6917598399999999,3.9756784,4.76968,1.1366158244806448,1.1366158244806448,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,8.6560656,0.86560656,9.418329199999999,9.2748768,1.6481450079753204,1.6481450079753204,126,,,,,,,,8.6560656,0.86560656,9.418329199999999,9.2748768,1.6481450079753204,1.6481450079753204,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,10.892408,0.9077006666666666,12.053863999999999,12.9326048,2.465074857728121,2.465074857728121,181,,,,,,,,10.892408,0.9077006666666666,12.053863999999999,12.9326048,2.465074857728121,2.465074857728121,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,15.302186559999999,1.0201457706666666,16.01912,17.5402768,1.2014341468273,1.2014341468273,45,,,,,,,,15.302186559999999,1.0201457706666666,16.01912,17.5402768,1.2014341468273,1.2014341468273,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,16.11602224,0.8953345688888888,17.4628152,23.610464,2.894828359332127,2.894828359332127,44,,,,,,,,16.11602224,0.8953345688888888,17.4628152,23.610464,2.894828359332127,2.894828359332127,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,18.143079039999996,0.9071539519999999,19.2378944,19.9521712,2.8898320548810728,2.8898320548810728,57,,,,,,,,18.143079039999996,0.9071539519999999,19.2378944,19.9521712,2.8898320548810728,2.8898320548810728,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,28.468659199999998,1.1387463679999998,29.2779664,29.7413904,1.486282315114639,1.486282315114639,57,22.685212959999998,0.9074085183999999,24.0493368,25.660503999999996,3.0018493394585706,3.0018493394585706,142,,,,,,,,23.35621728,0.9342486912,24.8808064,25.660503999999996,3.5279208868761325,3.5279208868761325,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,38.132690000000004,0.95331725,40.131102,45.866623999999995,5.337713022128093,5.337713022128093,56,,,,,,,,38.132690000000004,0.95331725,40.131102,45.866623999999995,5.337713022128093,5.337713022128093,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,57.97624328,1.1595248656,59.078511999999996,59.5925704,5.138667867626754,5.138667867626754,58,38.2463312,0.7649266239999999,40.6433184,45.5276528,8.011856516740703,8.011856516740703,47,56.75856511999999,1.1351713023999999,56.87839679999999,57.340208,1.7512000442810551,1.7512000442810551,39,46.70654088,0.9341308176,56.775304399999996,57.340208,9.297469095204312,9.297469095204312,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,78.82190111999999,1.3136983519999998,79.4820928,78.915352,12.505383080155985,12.505383080155985,40,,,,,,,,,,,,,,,78.82190111999999,1.3136983519999998,79.4820928,78.915352,12.505383080155985,12.505383080155985,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,85.36828272,1.1382437696,87.1534856,89.1833264,2.7944535541591695,2.7944535541591695,42,,,,,,,,79.49491103999999,1.0599321471999998,81.23604,81.935976,3.057527391238947,3.057527391238947,93,80.83441632,1.0777922176,82.01364960000001,81.935976,4.14747188836424,4.14747188836424,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,74.92362528,0.936545316,78.072744,92.68552,7.069497655063724,7.069497655063724,83,,,,,,,,74.92362528,0.936545316,78.072744,92.68552,7.069497655063724,7.069497655063724,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,113.85165823999998,1.1385165823999999,115.89541919999999,115.357272,9.312033667781392,9.312033667781392,192,92.98705136,0.9298705136000001,98.04020119999998,104.30596159999999,6.4719473183638705,6.4719473183638705,42,97.9478424,0.979478424,99.270296,99.25375199999999,2.3536256267262976,2.3536256267262976,118,99.69866696,0.9969866695999999,106.950312,104.30596159999999,12.057676977656602,12.057676977656602,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,159.92062319999997,1.0661374879999999,171.65021159999998,176.6779496,13.337295848898574,13.337295848898574,46,,,,,,,,,,,,,,,159.92062319999997,1.0661374879999999,171.65021159999998,176.6779496,13.337295848898574,13.337295848898574,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,202.49707239999998,1.1571261279999998,206.32225519999997,207.9948528,12.418618990012007,12.418618990012007,38,,,,,,,,,,,,,,,202.49707239999998,1.1571261279999998,206.32225519999997,207.9948528,12.418618990012007,12.418618990012007,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,220.66621119999996,1.1033310559999998,228.81351999999998,228.409716,28.699803665667748,28.699803665667748,259,,,,,,,,,,,,,,,220.66621119999996,1.1033310559999998,228.81351999999998,228.409716,28.699803665667748,28.699803665667748,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,270.505122,1.082020488,271.98195680000003,272.2827824,12.80732946122722,12.80732946122722,42,270.505122,1.082020488,271.98195680000003,272.2827824,12.80732946122722,12.80732946122722,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,320.60200671999996,1.0686733557333332,337.119276,342.838712,35.316192681048214,35.316192681048214,137,,,,,,,,,,,,,,,320.60200671999996,1.0686733557333332,337.119276,342.838712,35.316192681048214,35.316192681048214,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,451.88068999999996,1.1297017249999999,461.873598,478.8241504,59.16763963018775,59.16763963018775,90,,,,,,,,,,,,,,,451.88068999999996,1.1297017249999999,461.873598,478.8241504,59.16763963018775,59.16763963018775,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,554.6900820799999,1.1093801641599998,564.37604,571.3224319999999,78.35532512191128,78.35532512191128,43,,,,,,,,347.46915392,0.6949383078399999,495.85145839999996,569.0889599999999,96.04898997640318,96.04898997640318,207,357.29810088000005,0.71459620176,501.1034592,569.0889599999999,99.47700942910443,99.47700942910443,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Consistent speed Download 70/70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offpeak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cable,,,,,,,DSL,,,,,,,Fiber,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tier (Mbps)","Consistent Speed","C.S. % Advertised",Median,Mode,"Standard Error of Mean","Standard Deviation","Unweighted Valid N","Consistent Speed","C.S. % Advertised",Median,Mode,"Standard Error of Mean","Standard Deviation","Unweighted Valid N","Consistent Speed","C.S. % Advertised",Median,Mode,"Standard Error of Mean","Standard Deviation","Unweighted Valid N","Consistent Speed","C.S. % Advertised",Median,Mode,"Standard Error of Mean","Standard Deviation","Unweighted Valid N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,,,,,,,1.1647721599999998,0.7765147733333333,1.2334863999999999,1.8505575999999997,0.16891503044039807,0.16891503044039807,65,,,,,,,,1.1647721599999998,0.7765147733333333,1.2334863999999999,1.8505575999999997,0.16891503044039807,0.16891503044039807,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,2.50847584,0.8361586133333333,2.8069711999999996,5.0338144,0.7998417032124908,0.7998417032124908,50,,,,,,,,2.50847584,0.8361586133333333,2.8069711999999996,5.0338144,0.7998417032124908,0.7998417032124908,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,3.8177616,0.7635523199999998,4.2131544,4.2926079999999995,1.0843705085909014,1.0843705085909014,49,,,,,,,,3.8177616,0.7635523199999998,4.2131544,4.2926079999999995,1.0843705085909014,1.0843705085909014,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,9.526546879999998,0.9526546879999997,9.83242,10.762392,1.382517186119972,1.382517186119972,127,,,,,,,,9.526546879999998,0.9526546879999997,9.83242,10.762392,1.382517186119972,1.382517186119972,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,11.358328,0.9465273333333334,12.350463999999999,12.9408528,2.1717430878394026,2.1717430878394026,181,,,,,,,,11.358328,0.9465273333333334,12.350463999999999,12.9408528,2.1717430878394026,2.1717430878394026,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,15.9092136,1.0606142399999998,16.383056,17.5391968,0.9223401193658365,0.9223401193658365,45,,,,,,,,15.9092136,1.0606142399999998,16.383056,17.5391968,0.9223401193658365,0.9223401193658365,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,17.17706496,0.9542813866666665,18.2560676,23.6361648,3.183652226880786,3.183652226880786,44,,,,,,,,17.17706496,0.9542813866666665,18.2560676,23.6361648,3.183652226880786,3.183652226880786,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,18.98980288,0.9494901439999999,19.888540799999998,19.935944,2.2431685135802173,2.2431685135802173,57,,,,,,,,18.98980288,0.9494901439999999,19.888540799999998,19.935944,2.2431685135802173,2.2431685135802173,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,29.51055968,1.1804223872,29.656651999999998,29.742195199999998,3.471930839177258,3.471930839177258,57,23.359136,0.93436544,24.510396,26.354332799999998,2.294516372660617,2.294516372660617,143,,,,,,,,24.15919296,0.9663677184,25.1308924,26.354332799999998,3.3969121300901963,3.3969121300901963,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,39.37568,0.9843919999999999,40.6325844,46.400875199999994,4.248556114767983,4.248556114767983,56,,,,,,,,39.37568,0.9843919999999999,40.6325844,46.400875199999994,4.248556114767983,4.248556114767983,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,59.26759856,1.1853519711999998,59.4230964,59.7303816,5.117868727706435,5.117868727706435,58,41.73100048,0.8346200095999999,43.370536,45.537198399999994,7.480937107014494,7.480937107014494,47,56.8873056,1.1377461119999999,56.93345119999999,57.3154256,1.4461901673118585,1.4461901673118585,39,46.73203392,0.9346406783999999,56.920950399999995,57.3154256,8.5270124790322,8.5270124790322,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,79.40893496,1.3234822493333331,79.7380944,79.291868,9.703943825458293,9.703943825458293,40,,,,,,,,,,,,,,,79.40893496,1.3234822493333331,79.7380944,79.291868,9.703943825458293,9.703943825458293,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,88.46812632,1.1795750176,89.0135544,89.17308,1.3951824421146146,1.3951824421146146,42,,,,,,,,81.66560688,1.0888747583999998,81.96265119999998,89.8680976,1.776785392455731,1.776785392455731,93,81.9442608,1.0925901439999999,82.1769144,89.8680976,3.6112061156381134,3.6112061156381134,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,76.9870488,0.9623381099999999,79.2541576,92.3304528,5.384996960402208,5.384996960402208,83,,,,,,,,76.9870488,0.9623381099999999,79.2541576,92.3304528,5.384996960402208,5.384996960402208,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,114.62390696,1.1462390696,116.98110319999999,115.3674672,8.656687822066605,8.656687822066605,192,93.68480231999999,0.9368480232,98.3989032,104.414544,6.1040283061088045,6.1040283061088045,42,99.16539359999999,0.9916539359999998,99.72267360000001,101.2224224,1.4029283277543068,1.4029283277543068,119,99.86408064,0.9986408063999999,109.64458239999999,104.414544,12.010135322684524,12.010135322684524,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,168.22226528,1.1214817685333334,174.1641328,178.924104,13.937491647923192,13.937491647923192,47,,,,,,,,,,,,,,,168.22226528,1.1214817685333334,174.1641328,178.924104,13.937491647923192,13.937491647923192,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,205.91900895999999,1.1766800512,207.972724,208.65360320000002,10.785542656225829,10.785542656225829,39,,,,,,,,,,,,,,,205.91900895999999,1.1766800512,207.972724,208.65360320000002,10.785542656225829,10.785542656225829,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,227.26309376,1.1363154688,233.35362399999997,228.5487632,22.806671384103918,22.806671384103918,259,,,,,,,,,,,,,,,227.26309376,1.1363154688,233.35362399999997,228.5487632,22.806671384103918,22.806671384103918,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,272.04056944,1.08816227776,272.2013292,272.4111824,13.418604447265386,13.418604447265386,42,272.04056944,1.08816227776,272.2013292,272.4111824,13.418604447265386,13.418604447265386,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,327.31863231999995,1.0910621077333333,341.36683,342.834304,30.910545913582702,30.910545913582702,138,,,,,,,,,,,,,,,327.31863231999995,1.0910621077333333,341.36683,342.834304,30.910545913582702,30.910545913582702,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,456.934796,1.14233699,475.2518784,479.24281599999995,60.362166745177085,60.362166745177085,91,,,,,,,,,,,,,,,456.934796,1.14233699,475.2518784,479.24281599999995,60.362166745177085,60.362166745177085,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,561.61576128,1.12323152256,568.2086336,571.305656,55.606593307775086,55.606593307775086,43,,,,,,,,344.98848752,0.68997697504,498.77448799999996,569.0748544,97.84807674840587,97.84807674840587,210,350.70087903999996,0.7014017580799998,502.34172879999994,569.0748544,99.94496911024764,99.94496911024764,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Consistent speed Download 70/70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cable,,,,,,,DSL,,,,,,,Fiber,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
