state,stateTotalRecords,ATTOMID,AccessabilityElevatorFlag,AccessabilityHandicapFlag,ArborPergolaFlag,Area1stFloor,Area2ndFloor,AreaBuilding,AreaBuildingDefinitionCode,AreaGross,AreaLotAcres,AreaLotDepth,AreaLotSF,AreaLotWidth,AreaUpperFloors,ArenaFlag,AssessorLastSaleAmount,AssessorLastSaleDate,AssessorPriorSaleAmount,AssessorPriorSaleDate,BalconyArea,BathCount,BathHouseArea,BathHouseFlag,BathPartialCount,BedroomsCount,BoatAccessFlag,BoatHouseArea,BoatHouseFlag,BoatLiftFlag,BreezewayFlag,BuildingsCount,CBSACode,CBSAName,CabinArea,CabinFlag,CanopyArea,CanopyFlag,CensusBlock,CensusBlockGroup,CensusFIPSPlaceCode,CensusTract,CentralVacuumFlag,CombinedStatisticalArea,CommunityRecRoomFlag,CompanyFlag,CongressionalDistrictHouse,Construction,ConstructionFireResistanceClass,ContactOwnerMailAddressCRRT,ContactOwnerMailAddressCity,ContactOwnerMailAddressFull,ContactOwnerMailAddressHouseNumber,ContactOwnerMailAddressInfoFormat,ContactOwnerMailAddressState,ContactOwnerMailAddressStreetDirection,ContactOwnerMailAddressStreetName,ContactOwnerMailAddressStreetPostDirection,ContactOwnerMailAddressStreetSuffix,ContactOwnerMailAddressUnit,ContactOwnerMailAddressUnitPrefix,ContactOwnerMailAddressZIP,ContactOwnerMailAddressZIP4,ContactOwnerMailInfoPrivacy,ContactOwnerMailingCounty,ContactOwnerMailingFIPS,ContentIntercomFlag,ContentOverheadDoorFlag,ContentSaunaFlag,ContentSoundSystemFlag,ContentStormShutterFlag,CourtyardArea,CourtyardFlag,DeckArea,DeckFlag,DeedLastDocumentNumber,DeedLastSaleDate,DeedLastSaleDocumentBook,DeedLastSaleDocumentPage,DeedLastSalePrice,DeedLastSaleTransactionID,DeedOwner1NameFirst,DeedOwner1NameFull,DeedOwner1NameLast,DeedOwner1NameMiddle,DeedOwner1NameSuffix,DeedOwner2NameFirst,DeedOwner2NameFull,DeedOwner2NameLast,DeedOwner2NameMiddle,DeedOwner2NameSuffix,DeedOwner3NameFirst,DeedOwner3NameFull,DeedOwner3NameLast,DeedOwner3NameMiddle,DeedOwner3NameSuffix,DeedOwner4NameFirst,DeedOwner4NameFull,DeedOwner4NameLast,DeedOwner4NameMiddle,DeedOwner4NameSuffix,DrivewayArea,DrivewayMaterial,EscalatorFlag,Exterior1Code,FeatureBalconyFlag,FenceArea,FenceCode,Fireplace,FireplaceCount,FlooringMaterialPrimary,Foundation,GazeboArea,GazeboFlag,GeoQuality,GolfCourseGreenFlag,GraineryArea,GraineryFlag,GreenHouseArea,GreenHouseFlag,GuestHouseArea,GuestHouseFlag,HVACCoolingDetail,HVACHeatingDetail,HVACHeatingFuel,InteriorStructure,KennelArea,KennelFlag,LastAssessorTaxRollUpdate,LastOwnershipTransferDate,LastOwnershipTransferDocumentNumber,LastOwnershipTransferTransactionID,LeanToArea,LeanToFlag,LegalBlock1,LegalBlock2,LegalDescription,LegalLotNumber1,LegalLotNumber2,LegalLotNumber3,LegalPhase,LegalQuarter,LegalQuarterQuarter,LegalRange,LegalSection,LegalSubdivision,LegalTownship,LegalTractNumber,LegalUnit,LoadingPlatformArea,LoadingPlatformFlag,MSACode,MSAName,MetropolitanDivision,MilkHouseArea,MilkHouseFlag,MinorCivilDivisionCode,MinorCivilDivisionName,NeighborhoodCode,OutdoorKitchenFireplaceFlag,OwnerTypeDescription1,OwnerTypeDescription2,OwnershipVestingRelationCode,ParcelAccountNumber,ParcelMapBook,ParcelMapPage,ParcelNumberAlternate,ParcelNumberFormatted,ParcelNumberPrevious,ParcelNumberRaw,ParcelNumberYearAdded,ParcelNumberYearChange,ParcelShellRecord,ParkingCarport,ParkingCarportArea,ParkingGarage,ParkingGarageArea,ParkingRVParkingFlag,ParkingSpaceCount,PartyOwner1NameFirst,PartyOwner1NameFull,PartyOwner1NameLast,PartyOwner1NameMiddle,PartyOwner1NameSuffix,PartyOwner2NameFirst,PartyOwner2NameFull,PartyOwner2NameLast,PartyOwner2NameMiddle,PartyOwner2NameSuffix,PartyOwner3NameFirst,PartyOwner3NameFull,PartyOwner3NameLast,PartyOwner3NameMiddle,PartyOwner3NameSuffix,PartyOwner4NameFirst,PartyOwner4NameFull,PartyOwner4NameLast,PartyOwner4NameMiddle,PartyOwner4NameSuffix,PatioArea,PlumbingFixturesCount,PoleStructureArea,PoleStructureFlag,PondFlag,Pool,PoolArea,PoolHouseArea,PoolHouseFlag,PorchArea,PorchCode,PoultryHouseArea,PoultryHouseFlag,PreviousAssessedValue,PropertyAddressCRRT,PropertyAddressCity,PropertyAddressFull,PropertyAddressHouseNumber,PropertyAddressInfoPrivacy,PropertyAddressState,PropertyAddressStreetDirection,PropertyAddressStreetName,PropertyAddressStreetPostDirection,PropertyAddressStreetSuffix,PropertyAddressUnitPrefix,PropertyAddressUnitValue,PropertyAddressZIP,PropertyAddressZIP4,PropertyJurisdictionName,PropertyLatitude,PropertyLongitude,PropertyUseGroup,PropertyUseMuni,PropertyUseStandardized,QuonsetArea,QuonsetFlag,RoofConstruction,RoofMaterial,RoomsAtticArea,RoomsAtticFlag,RoomsBasementArea,RoomsBasementAreaFinished,RoomsBasementAreaUnfinished,RoomsBonusRoomFlag,RoomsBreakfastNookFlag,RoomsCellarFlag,RoomsCellarWineFlag,RoomsCount,RoomsExerciseFlag,RoomsFamilyCode,RoomsGameFlag,RoomsGreatFlag,RoomsHobbyFlag,RoomsLaundryFlag,RoomsMediaFlag,RoomsMudFlag,RoomsOfficeArea,RoomsOfficeFlag,RoomsSafeRoomFlag,RoomsSittingFlag,RoomsStormShelter,RoomsStudyFlag,RoomsSunroomFlag,RoomsUtilityArea,RoomsUtilityCode,SafetyFireSprinklersFlag,SecurityAlarmFlag,ShedArea,ShedCode,SiloArea,SiloFlag,SitusCounty,SitusStateCountyFIPS,SportsCourtFlag,SprinklersFlag,StableArea,StableFlag,StatusOwnerOccupiedFlag,StorageBuildingArea,StorageBuildingFlag,StoriesCount,StructureStyle,TaxAssessedImprovementsPerc,TaxAssessedValueImprovements,TaxAssessedValueLand,TaxAssessedValueTotal,TaxBilledAmount,TaxDelinquentYear,TaxExemptionAdditional,TaxExemptionDisabledFlag,TaxExemptionHomeownerFlag,TaxExemptionSeniorFlag,TaxExemptionVeteranFlag,TaxExemptionWidowFlag,TaxFiscalYear,TaxMarketImprovementsPerc,TaxMarketValueImprovements,TaxMarketValueLand,TaxMarketValueTotal,TaxMarketValueYear,TaxRateArea,TaxYearAssessed,TennisCourtFlag,TopographyCode,TotalRecords,TrustDescription,UnitsCount,UtilitiesMobileHomeHookupFlag,UtilitiesSewageUsage,UtilitiesWaterSource,UtilityBuildingArea,UtilityBuildingFlag,ViewDescription,WaterFeatureFlag,WetBarFlag,YearBuilt,YearBuiltEffective,ZonedCodeLocal
MS,1987035,100,0,0,0,1,4,58,56,27,71,15,79,15,0,0,10,68,1,9,0,39,0,0,4,18,0,0,0,0,0,3,76,76,0,0,0,0,97,3,1,3,0,0,0,21,20,15,0,92,95,95,82,91,95,6,95,5,69,3,3,95,92,0,95,95,0,0,0,0,0,0,0,5,5,86,100,14,14,90,22,83,100,100,58,6,23,23,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,17,9,30,42,0,0,100,0,0,0,0,0,0,0,32,35,4,44,0,0,100,100,32,25,0,0,15,0,100,39,3,0,3,0,0,48,47,34,48,53,1,0,0,73,73,0,0,0,2,0,0,0,100,9,100,55,0,0,53,0,9,100,20,36,0,3,5,10,4,0,8,77,100,100,53,6,19,19,19,11,0,7,8,8,4,0,0,0,0,0,0,12,3,0,0,0,2,2,1,1,2,2,0,0,99,54,96,70,58,0,100,6,70,4,59,1,1,95,54,100,91,91,100,81,100,0,0,46,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0,0,100,2807794,0,0,0,0,84,0,0,21,0,19,19,30,95,82,1,5,4,24,6,0,0,94,59,59,97,97,97,38,100,100,0,4234107,37,26,1,0,1,13,13,53,0,0,57,14,4
MT,969424,100,0,0,0,45,5,51,50,22,89,5,90,5,2,0,0,29,0,17,0,46,0,0,10,46,0,0,0,0,0,2,47,47,0,0,0,0,99,1,0,1,0,0,0,35,14,50,3,95,99,97,69,90,99,10,97,8,63,4,4,99,95,0,99,99,0,0,0,0,0,0,0,26,25,43,100,7,7,99,17,68,100,100,48,2,31,31,31,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,51,0,0,1,17,16,0,43,0,0,100,0,0,2,0,0,0,0,48,49,46,0,0,0,100,100,27,18,1,2,30,0,100,51,4,0,0,32,0,32,32,51,32,33,0,0,0,46,46,0,0,0,0,0,30,0,99,25,100,100,0,0,100,0,16,100,16,28,0,18,0,35,18,0,34,64,100,100,43,1,25,25,25,16,0,13,23,23,9,0,1,1,1,1,0,1,33,4,5,0,1,0,0,0,31,30,0,0,99,45,94,58,53,0,100,8,58,8,55,4,4,94,45,100,88,88,100,99,100,1,1,45,0,3,1,23,16,11,0,0,0,0,31,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,100,3005435,0,0,0,0,82,0,0,50,38,0,0,0,99,85,4,2,0,2,0,0,0,100,55,55,92,99,99,28,100,100,59,3530923,39,30,0,46,46,1,1,35,0,0,51,30,24
NC,5817386,100,0,0,0,2,0,69,67,51,87,18,93,22,6,0,52,89,16,30,0,63,0,0,16,53,0,0,0,0,0,4,90,90,0,0,1,1,98,2,1,2,0,1,0,18,47,19,1,97,99,99,89,91,99,7,99,4,86,5,5,99,97,0,99,99,0,0,0,0,0,0,0,18,12,96,100,41,40,98,46,83,99,99,69,6,20,20,20,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,0,0,1,42,28,22,50,0,0,99,0,0,0,0,0,0,0,59,65,37,17,0,0,100,100,62,52,0,0,31,0,99,63,3,0,6,0,0,0,0,64,12,84,2,0,0,88,88,0,0,0,3,0,68,0,98,28,100,62,0,0,40,1,35,100,63,47,0,26,3,32,23,0,15,81,100,100,63,6,17,17,17,12,0,25,27,27,18,0,0,0,0,0,0,21,19,0,0,0,2,2,0,0,41,25,0,0,98,75,97,96,82,0,100,7,96,5,91,3,3,97,74,100,93,93,100,81,100,0,0,41,0,2,0,10,5,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,0,0,100,3710156,0,0,0,0,71,4,5,65,48,66,67,87,98,90,4,4,0,0,0,0,0,98,69,69,90,93,92,54,100,99,20,12786017,23,50,0,10,11,1,1,83,0,0,69,40,68
ND,767643,100,0,0,0,4,0,15,14,2,69,11,71,11,0,0,4,6,1,1,0,9,0,0,1,10,0,0,0,0,0,0,47,47,0,0,0,0,98,2,0,2,0,0,0,25,6,7,0,94,98,97,79,92,98,7,97,42,73,5,5,98,94,0,97,97,0,0,0,0,0,0,0,2,2,16,100,0,0,100,12,79,100,100,45,1,38,39,39,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,4,0,0,99,0,0,0,0,0,0,0,7,5,3,4,0,0,100,100,23,12,0,0,39,0,100,50,1,0,0,0,0,4,4,43,4,14,1,0,0,47,47,0,0,0,0,0,4,0,100,16,100,1,0,0,1,0,8,100,7,5,0,1,0,9,3,0,7,71,100,100,38,1,31,31,31,15,0,11,15,15,5,0,3,3,3,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,97,33,79,37,37,0,100,3,37,22,36,2,2,78,33,100,82,82,100,37,100,0,0,4,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3805363,0,0,0,0,91,0,0,11,7,33,33,81,90,85,1,6,0,0,0,0,0,93,34,34,84,91,91,7,100,100,0,2596759,33,1,0,0,0,0,0,13,0,0,16,1,12
NE,1203405,100,1,0,0,0,0,62,61,40,90,44,91,45,2,0,48,69,30,38,0,52,0,0,3,49,0,0,0,0,0,2,65,65,0,0,0,0,97,3,0,3,0,0,0,26,30,45,2,86,88,88,76,69,88,26,87,1,68,4,3,89,85,0,88,88,0,0,0,0,0,0,0,21,21,70,100,9,8,100,31,74,99,99,54,2,35,36,36,24,0,0,1,1,0,0,0,0,0,0,0,8,0,0,55,0,0,8,21,20,0,40,0,0,99,0,1,1,0,0,0,0,49,55,8,15,0,0,100,100,40,35,1,1,34,0,100,63,3,0,0,0,0,14,15,59,14,56,0,0,0,65,65,0,0,0,1,0,26,0,92,16,100,28,0,0,47,0,6,100,31,22,0,33,2,51,44,0,35,69,100,100,50,1,29,29,29,20,0,8,11,11,5,0,1,1,1,0,0,27,36,0,0,0,1,1,0,0,41,39,0,0,98,62,91,68,66,0,100,27,68,1,62,2,2,91,61,100,89,89,100,75,100,1,1,52,0,2,0,47,25,34,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,11,0,0,100,3108902,0,3,0,0,80,0,0,61,26,64,65,90,93,90,0,7,0,1,0,0,0,100,64,65,89,92,92,35,100,100,4,6954690,44,37,0,2,2,3,3,55,0,0,62,12,73
NH,705227,100,0,0,0,32,0,80,79,74,84,0,84,0,0,0,56,67,0,0,0,77,0,0,31,75,1,0,0,0,0,60,92,92,0,0,0,0,100,0,0,0,0,0,0,23,57,17,0,97,100,100,88,88,100,4,100,1,87,6,6,100,97,0,100,100,0,0,0,0,0,0,0,0,26,70,100,47,47,100,43,84,100,100,69,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,16,15,0,2,0,0,100,0,0,0,0,0,0,0,24,78,79,0,0,0,100,100,60,45,0,0,62,0,100,62,0,0,0,0,0,0,0,30,0,98,0,0,0,92,92,28,0,0,1,0,0,0,100,53,100,43,0,0,0,0,31,100,94,39,0,24,0,27,0,0,5,72,100,100,49,0,3,3,3,2,0,49,51,51,31,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,98,72,100,99,87,0,100,3,99,1,96,9,9,100,75,100,97,97,100,100,100,0,0,74,0,7,6,35,13,31,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3301071,0,0,0,0,80,0,0,78,76,83,83,83,98,95,0,0,0,0,0,0,0,100,0,0,0,0,0,85,100,100,0,9645727,37,71,0,0,1,0,0,98,0,0,80,11,90
NJ,3271036,100,0,0,0,6,0,83,81,25,84,61,92,61,4,0,66,88,4,5,0,15,0,0,0,15,0,0,0,0,0,7,100,100,0,0,0,0,99,1,1,1,0,2,0,11,81,56,0,94,98,98,95,45,98,8,98,1,93,7,4,98,93,0,98,98,0,0,0,0,0,0,0,3,3,87,99,52,50,100,54,80,95,94,36,3,42,43,43,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,61,0,0,0,3,0,0,6,0,0,100,0,0,0,0,0,0,0,0,9,0,0,0,0,100,100,77,61,0,0,100,5,98,100,3,0,0,0,0,0,0,41,0,98,0,0,0,100,100,83,0,0,1,1,0,0,75,16,100,33,0,0,0,2,91,100,84,92,0,27,0,36,0,0,26,80,100,97,36,3,40,40,40,16,1,4,4,4,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,99,87,99,100,94,0,100,8,100,1,96,8,8,99,89,100,98,98,100,100,100,0,0,6,0,1,0,6,2,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3401921,0,0,0,0,77,0,0,66,29,88,88,98,99,93,0,3,0,0,1,3,1,100,87,87,96,97,96,97,100,98,0,19187528,30,86,0,6,6,0,0,98,0,0,83,0,60
NM,1659783,100,0,0,0,16,0,42,40,23,72,6,77,6,0,0,0,20,0,1,0,25,0,0,4,24,0,0,0,0,0,2,92,92,0,0,0,0,98,2,1,2,0,0,0,21,25,8,0,95,98,98,78,84,99,14,98,22,68,8,8,98,95,0,98,98,0,0,0,0,0,0,0,2,1,54,100,13,13,98,20,79,100,100,51,3,33,34,34,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,1,6,0,0,0,100,0,0,0,0,0,0,0,9,9,19,14,0,0,100,100,38,22,0,0,53,0,100,68,12,0,2,3,3,34,34,73,34,74,38,0,0,91,91,0,0,0,3,0,8,0,97,13,100,68,0,0,11,0,21,100,56,31,0,6,1,9,8,0,4,76,100,100,48,3,30,30,30,16,0,8,11,11,4,0,1,1,1,0,0,0,10,0,0,0,0,0,0,0,5,6,0,0,97,48,86,58,55,0,100,9,58,18,49,3,3,86,47,100,74,74,100,60,100,0,0,18,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3503141,0,0,0,0,83,0,0,29,5,51,51,84,97,90,3,11,0,8,0,4,0,100,51,51,84,97,96,8,100,100,0,11721797,31,23,0,7,6,0,0,68,0,0,39,5,7
NV,1303465,100,0,0,0,63,26,79,79,76,92,20,93,22,1,0,65,85,42,47,1,70,0,0,23,70,0,0,0,0,0,5,97,97,0,0,0,0,98,2,1,2,0,0,4,28,70,70,1,96,99,98,90,75,99,14,98,1,88,14,12,98,96,0,98,98,2,0,0,0,0,0,0,13,13,92,100,16,15,98,75,74,99,99,49,2,28,29,29,16,0,0,2,2,0,0,0,0,0,0,0,0,0,0,73,1,1,49,31,31,53,14,0,0,100,0,0,0,0,0,0,0,65,71,0,0,0,0,100,100,86,81,0,0,57,0,100,88,2,0,9,56,39,89,79,90,90,97,31,0,0,95,95,0,0,0,2,0,76,0,92,21,100,16,0,0,5,1,32,100,82,39,0,63,1,64,62,0,61,65,100,100,39,2,23,23,23,13,0,10,18,18,5,0,1,1,1,0,0,39,71,0,0,0,11,10,0,0,58,12,0,0,98,81,98,92,89,0,100,12,92,1,90,12,12,97,83,100,95,95,100,83,100,0,0,70,0,0,0,3,2,2,0,0,0,0,54,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,4,0,0,100,3201767,0,42,0,0,63,8,8,77,41,80,81,96,98,91,1,5,0,0,0,0,0,100,80,81,95,97,97,97,100,99,33,57623123,54,66,2,20,18,0,0,97,0,0,82,69,31
NY,6538468,100,1,0,0,38,16,72,67,31,85,53,87,58,10,0,22,32,4,7,1,49,0,0,16,43,0,0,0,0,0,20,95,95,0,0,3,3,99,1,1,1,0,3,0,19,71,8,0,95,99,99,94,83,99,10,99,2,89,17,15,99,95,0,99,99,0,0,0,0,0,0,0,2,2,45,99,25,25,99,29,81,97,97,45,3,12,12,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,1,19,18,0,11,0,0,100,0,0,0,0,0,0,0,17,46,42,0,0,0,100,100,66,34,0,0,99,0,98,99,1,0,0,0,0,0,19,32,24,93,0,0,0,95,95,49,0,0,2,1,41,0,95,32,100,73,0,0,9,3,83,100,64,83,0,35,1,41,31,0,31,79,100,100,36,2,10,10,10,3,0,27,30,30,14,0,0,0,0,0,0,7,2,0,1,0,5,5,0,0,37,36,0,0,99,82,99,99,90,0,100,10,99,2,93,15,15,99,82,100,97,97,100,100,100,0,0,5,0,1,2,8,6,3,0,0,0,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,0,0,100,3606447,0,0,0,0,81,0,0,70,48,78,78,89,91,82,0,11,2,28,10,8,0,98,71,71,82,91,90,88,100,97,6,27706503,21,63,0,61,61,0,0,93,0,0,70,22,70
OH,6422353,100,0,0,0,49,10,70,67,61,86,52,90,53,9,0,50,86,24,43,1,65,0,0,24,63,0,0,0,0,0,8,94,94,0,0,4,4,96,4,2,4,0,0,0,23,58,29,1,92,96,96,90,83,96,13,96,5,84,5,5,96,92,0,96,96,0,0,0,0,0,0,0,16,14,65,100,16,16,96,48,80,100,100,60,4,32,33,33,23,0,1,1,1,0,0,0,0,0,0,0,0,0,0,60,1,0,0,31,25,3,14,0,0,100,0,0,0,0,0,0,0,58,66,28,5,0,0,100,100,61,58,1,2,11,0,100,65,6,0,0,1,0,10,9,66,10,89,0,0,0,92,92,0,0,0,4,0,82,0,97,11,100,20,0,0,11,0,50,100,71,32,0,51,1,55,48,0,48,75,100,100,56,3,28,28,28,20,0,8,9,9,5,0,0,1,1,0,0,25,33,2,3,0,3,2,0,0,42,30,0,0,99,72,97,97,79,0,100,13,97,6,87,3,3,97,73,100,92,92,100,99,100,0,0,15,0,5,6,34,8,29,0,0,0,0,60,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,100,3908464,0,0,0,0,74,0,0,68,56,71,71,94,96,92,3,8,0,32,3,0,0,100,71,71,94,96,96,72,100,100,55,17771096,32,55,0,39,40,2,2,88,0,0,69,27,14
OK,2416928,100,0,0,0,3,2,66,61,55,78,23,87,24,1,0,46,83,33,59,0,59,0,0,8,47,0,0,0,0,0,2,76,76,0,0,2,2,69,31,0,31,0,0,0,24,36,42,2,91,95,94,79,68,96,47,94,3,71,3,3,95,90,0,95,95,0,0,0,0,0,0,0,6,6,82,100,32,32,98,38,74,99,99,48,3,35,35,35,20,0,1,1,1,0,0,0,0,0,0,0,2,0,0,63,0,0,2,28,26,0,55,0,0,100,0,0,0,0,0,0,0,62,66,0,0,0,0,100,100,53,48,1,1,62,0,100,69,9,0,1,40,1,77,77,83,77,78,3,0,0,75,75,0,0,0,1,0,33,0,90,18,100,99,0,0,42,0,25,100,49,47,0,41,6,49,40,0,28,71,100,100,46,3,28,28,28,16,0,9,12,12,5,0,1,1,1,0,0,20,0,0,0,0,4,3,0,0,53,44,0,0,99,60,88,67,65,0,100,43,67,3,61,1,1,88,59,100,83,83,100,99,100,0,0,60,0,0,0,7,1,6,0,0,1,0,39,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,0,0,100,4008741,0,0,0,0,74,7,8,64,55,65,65,93,93,91,2,7,0,18,0,0,0,100,65,65,93,94,94,42,100,100,9,10265356,39,39,0,0,0,6,7,78,0,0,64,20,18
OR,1995873,100,0,0,0,21,5,73,71,66,82,6,90,6,1,0,60,77,15,22,0,69,0,0,11,64,0,0,0,0,0,6,94,94,0,0,0,0,98,2,1,2,0,4,0,21,65,14,0,93,97,97,84,53,97,43,97,7,82,8,6,97,94,0,96,96,0,0,0,0,0,0,0,20,15,76,98,6,4,99,53,71,95,95,50,2,35,36,36,23,0,1,1,1,0,0,0,0,0,0,0,11,0,0,52,0,0,3,41,29,8,45,0,0,99,0,0,0,0,0,0,0,17,57,13,14,0,0,100,100,67,60,1,1,27,0,96,71,6,0,1,76,65,93,91,66,92,97,1,0,0,91,91,0,0,0,2,0,69,0,82,20,100,92,0,0,1,5,33,100,69,48,0,47,3,51,47,0,42,70,100,99,49,2,32,32,32,22,0,9,12,12,6,0,0,1,1,0,0,24,18,0,0,0,1,1,0,0,12,9,0,0,99,76,96,83,80,0,100,42,83,7,80,5,5,96,76,100,93,93,100,97,100,0,0,49,2,10,2,13,7,9,0,0,0,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,100,4103729,0,2,0,0,69,1,1,53,15,13,13,14,94,93,5,9,0,0,0,1,0,100,78,78,88,98,93,88,100,95,0,12873606,41,50,0,1,1,1,1,95,0,0,75,39,78
PA,6056555,100,0,0,0,1,0,71,68,40,90,33,93,36,2,0,56,86,20,26,0,60,0,0,23,58,0,0,0,0,0,1,95,95,0,0,1,1,99,1,1,1,0,0,0,13,60,34,0,95,99,99,94,80,99,14,99,1,92,4,4,99,95,0,99,99,0,0,0,0,0,0,0,4,4,91,100,23,23,99,46,88,99,99,64,5,40,40,40,27,0,0,1,1,0,0,0,0,0,0,0,0,0,0,62,0,0,0,21,21,3,4,0,0,100,0,0,0,0,0,0,0,40,59,35,3,0,0,100,100,62,51,0,0,33,0,100,57,3,0,0,0,0,0,0,38,0,88,0,0,0,95,95,26,0,0,2,0,46,0,92,14,100,36,0,0,21,0,55,100,64,48,0,30,0,37,16,0,23,86,100,100,61,5,36,36,36,24,0,11,12,12,7,0,0,0,0,0,0,9,8,0,0,0,3,1,0,0,13,8,0,0,99,79,98,96,85,0,100,15,96,1,93,3,3,98,79,100,97,97,100,97,100,0,0,15,0,1,3,15,7,9,0,0,0,0,57,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,100,4206294,0,0,0,0,78,0,0,67,43,70,71,80,89,96,2,5,0,15,0,0,0,99,74,74,85,97,96,84,100,100,34,21882520,23,55,0,43,45,0,1,88,0,0,69,9,38
RI,426997,100,0,0,0,52,0,83,83,83,91,0,91,0,0,0,65,85,0,0,0,79,0,0,30,78,1,0,0,0,0,88,100,100,0,0,0,0,100,0,3,0,1,1,0,15,76,30,0,92,96,96,92,82,96,3,96,0,91,6,5,96,93,0,96,96,0,0,0,0,0,0,0,0,29,85,100,55,55,100,59,84,99,99,66,0,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,28,28,0,1,0,0,100,0,0,0,0,0,0,0,32,82,80,0,0,0,100,100,69,63,0,0,38,0,100,69,0,0,0,0,0,0,0,3,0,98,0,0,0,100,100,0,0,0,5,0,0,0,95,40,100,95,0,0,0,1,52,100,94,52,0,35,0,42,0,0,13,80,100,100,55,0,3,3,3,2,0,37,37,37,24,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,97,84,100,100,92,0,100,3,100,0,99,6,6,100,87,100,98,98,100,100,100,0,0,81,1,8,6,53,34,44,0,0,0,0,78,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4400614,0,0,0,0,82,0,0,83,79,87,87,90,99,94,0,1,0,0,0,0,0,100,0,0,0,0,0,0,100,99,0,13823738,33,82,0,0,0,0,0,98,0,0,83,10,83
SC,3117768,100,0,0,0,10,1,67,61,52,66,15,73,16,3,0,50,85,24,49,0,48,0,0,10,43,0,0,0,0,0,4,93,93,0,0,0,0,98,2,1,2,0,1,0,15,53,21,0,96,99,99,89,69,99,6,99,2,87,5,4,99,95,0,98,98,0,0,0,0,0,0,0,5,5,81,100,43,43,98,44,82,97,97,61,6,25,26,26,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,46,0,0,2,21,15,9,29,0,0,100,0,0,0,0,0,0,0,38,43,7,12,0,0,100,100,63,55,0,0,23,0,99,56,5,0,6,0,0,0,1,61,0,90,2,0,0,92,92,0,0,0,4,0,36,0,90,19,100,41,0,0,21,1,51,100,68,57,0,21,2,29,20,0,15,81,100,98,58,6,22,22,22,16,1,11,12,12,7,0,0,0,0,0,0,9,9,0,0,0,3,1,0,0,20,16,0,0,97,74,97,88,80,0,100,6,88,2,84,5,5,97,75,100,94,94,100,82,100,0,0,26,0,0,0,3,2,2,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,100,4504779,0,0,0,0,71,1,2,54,27,51,51,58,94,83,1,6,0,9,0,0,0,95,70,70,81,98,97,68,100,99,16,12728021,28,51,0,12,13,0,1,90,0,0,64,30,37
