unit_id,geog_id,geog_type,latitude,longitude,ISP,Technology,Download,Upload,down_mean,down_50%,down_min,down_max,up_mean,up_50%,up_min,up_max,latency,lossrate,jitter_down,numTest
654734,361031476024,blockgroup,40.74515,-73.124907,Optimum,Cable,200.0,35.0,223.4,228.49,38.27,229.54,35.15,36.8,1.64,37.23,13,0.3,0.76,335
656782,110010044012,blockgroup,38.918669,-77.030763,Verizon,Fiber,200.0,200.0,297.29,307.14,43.07,307.71,293.59,295.0,222.14,340.8,6,0.01,1.06,332
656804,17039971800,tract,40.152973,-88.952224,Frontier,DSL,12.0,1.0,11.66,12.78,2.34,12.83,1.05,1.07,0.84,1.11,11,0.26,0.51,59
657040,130950010002,blockgroup,31.577575,-84.205788,Mediacom,Cable,200.0,20.0,262.77,264.36,249.25,265.99,27.37,26.06,23.56,38.3,15,0.13,0.31,46
657042,20173009401,tract,37.701827,-97.453424,Cox,Cable,150.0,10.0,178.74,178.86,139.23,191.88,9.71,9.76,5.34,10.01,21,0.05,0.91,360
657938,60590758093,blockgroup,33.820432,-117.818602,Charter,Cable,200.0,10.0,229.13,233.75,12.85,234.83,11.45,11.63,6.07,11.77,13,0.07,0.35,288
658226,12105011731,tract,28.034366,-81.915519,Charter,Cable,400.0,20.0,467.86,475.05,6.84,479.28,23.21,23.3,19.79,23.54,21,0.26,0.34,360
658316,40136148001,blockgroup,33.672563,-112.096289,Cox,Cable,200.0,10.0,211.47,214.06,139.21,235.52,9.84,9.92,6.47,10.03,39,0.04,0.22,221
658330,25027730801,tract,42.280274,-71.826675,Charter,Cable,400.0,20.0,405.94,391.01,291.89,458.4,21.44,21.87,10.37,22.58,24,0.06,0.36,189
658474,150030111052,blockgroup,21.390009,-157.735783,Charter,Cable,200.0,20.0,196.73,194.91,152.93,234.08,21.3,21.67,17.83,23.39,67,0.01,0.4,35
659872,15003003414,tract,21.304415,-157.833586,Charter,Cable,60.0,5.0,67.96,70.31,11.71,70.32,5.89,5.85,5.76,6.08,99,0.03,0.81,26
660140,191130001023,blockgroup,42.047198,-91.569738,Mediacom,Cable,100.0,10.0,132.72,133.29,22.11,133.54,11.39,11.4,1.4,16.36,33,0.17,0.21,320
660260,420430226062,blockgroup,40.276419,-76.806358,Verizon,Fiber,50.0,50.0,96.93,99.8,52.98,100.13,115.84,118.35,62.85,118.72,11,0.01,0.33,223
660262,240253053002,blockgroup,39.638422,-76.21027,Verizon DSL,DSL,3.0,0.768,0.97,1.02,0.03,1.22,0.37,0.38,0.09,0.4,55,0.13,32.81,304
660266,36061007002,tract,40.743801,-73.978037,Charter,Cable,400.0,20.0,456.98,463.76,49.47,484.94,25.28,23.35,11.53,90.96,18,0.02,0.32,283
660268,120810012023,blockgroup,27.49846,-82.589806,Frontier,Fiber,75.0,75.0,77.5,78.17,68.21,79.51,77.6,77.98,52.43,82.54,14,0.01,0.95,357
660284,31047968300,tract,40.864346,-99.984977,Charter,Cable,100.0,10.0,113.77,114.26,98.09,114.57,11.39,11.4,10.79,11.57,45,0.01,0.3,335
660296,25013812201,tract,42.111647,-72.627031,Comcast,Cable,300.0,10.0,343.47,344.03,315.6,350.78,11.86,11.89,10.88,11.92,22,0.01,0.2,352
660302,340297228001,blockgroup,39.974994,-74.191307,Verizon,Fiber,100.0,100.0,98.51,98.66,88.5,99.25,120.81,120.84,112.25,121.75,10,0.05,0.39,364
660304,340230005013,blockgroup,40.584063,-74.448874,Optimum,Cable,200.0,35.0,198.88,213.91,25.01,233.73,33.8,35.09,4.1,36.62,14,0.84,0.52,340
660958,450630210201,blockgroup,33.984671,-81.151265,Charter,Cable,400.0,20.0,477.1,479.11,321.05,483.57,44.44,23.39,10.14,91.28,30,0.15,0.24,350
660966,40138151002,blockgroup,33.313157,-111.73606,Cox,Cable,150.0,10.0,164.1,167.86,83.53,178.88,9.9,9.91,8.01,9.98,41,0.07,0.12,306
660982,60371310242,blockgroup,34.193476,-118.539792,Charter,Cable,200.0,10.0,213.89,229.46,10.53,234.44,11.32,11.69,1.81,11.88,16,0.06,0.52,233
661056,90138601004,blockgroup,41.702076,-72.331465,Charter,Cable,100.0,10.0,112.49,114.02,93.64,114.63,11.3,11.37,8.56,11.45,19,0.13,1.3,321
661058,40138142002,blockgroup,33.329488,-111.814534,CenturyLink,DSL,30.0,1.5,26.95,29.72,1.48,33.05,1.6,1.62,1.17,1.77,20,0.8,1.09,107
661060,510594825041,blockgroup,38.901962,-77.39562,Verizon,Fiber,100.0,100.0,94.96,96.45,37.78,100.44,117.25,118.27,45.45,118.99,10,0.0,0.27,318
661090,530330063003,blockgroup,47.639044,-122.277971,Comcast,Cable,100.0,5.0,112.17,118.95,31.11,119.31,5.92,5.93,5.67,5.99,10,0.17,0.25,343
661092,191130001012,blockgroup,42.05416,-91.583179,Mediacom,Cable,200.0,20.0,184.08,172.58,127.92,256.12,22.7,22.15,19.51,29.3,34,0.09,0.51,82
661122,480291815042,blockgroup,29.504295,-98.593224,Charter,Cable,200.0,10.0,214.14,215.0,138.84,233.74,11.65,11.67,10.26,11.72,20,0.01,1.43,185
661128,371190060132,blockgroup,35.312949,-80.978155,Charter,Cable,200.0,10.0,251.16,234.02,0.7,376.59,142.24,11.66,0.77,349.04,23,0.08,2.56,362
662404,220330045111,blockgroup,30.434807,-91.01546,Cox,Cable,300.0,30.0,303.44,310.08,131.54,340.55,28.07,29.32,3.37,29.49,19,0.27,0.1,60
662412,40134201093,blockgroup,33.461824,-111.667913,Cox,Cable,50.0,3.0,59.45,59.59,49.44,60.28,2.89,2.92,2.01,3.33,21,0.03,0.12,248
662416,8041001000,tract,38.859485,-104.824196,Comcast,Cable,275.0,10.0,254.38,262.55,113.7,282.37,11.19,11.87,2.37,12.02,15,0.06,0.29,323
663122,471870509052,blockgroup,35.924242,-86.826587,Comcast,Cable,200.0,10.0,235.2,237.63,199.15,240.5,11.77,11.89,4.5,11.96,23,0.01,0.26,353
663416,121130107092,blockgroup,30.577548,-87.048153,Mediacom,Cable,100.0,10.0,129.08,132.39,105.78,133.31,11.54,11.4,11.26,15.29,35,0.01,0.4,47
663420,29189212600,tract,38.753763,-90.310157,Charter,Cable,200.0,10.0,121.56,92.33,13.97,229.06,10.12,10.93,3.38,11.26,20,0.14,1.29,338
665186,291833122044,blockgroup,38.678548,-90.851258,CenturyLink,DSL,25.0,2.0,23.37,24.08,0.43,24.96,1.85,1.86,0.55,2.01,30,0.02,0.31,291
665192,391517119004,blockgroup,40.885558,-81.411094,Charter,Cable,400.0,20.0,477.84,479.4,337.31,485.33,23.38,23.38,23.11,23.45,24,0.05,0.52,350
665196,310550075174,blockgroup,41.200885,-96.220002,Cox,Cable,200.0,10.0,225.86,230.64,94.31,237.27,10.15,10.16,9.46,10.21,23,0.08,0.13,340
665200,550390411013,blockgroup,43.747655,-88.436463,Charter,Cable,400.0,20.0,452.24,454.99,167.5,459.56,22.51,22.75,17.82,22.86,40,0.02,0.58,355
665210,55071005200,tract,44.167018,-87.584231,Charter,Cable,100.0,10.0,113.83,114.26,107.12,114.49,11.4,11.41,11.15,11.44,39,0.01,2.21,310
665718,170290007023,blockgroup,39.487593,-88.174492,Mediacom,Cable,200.0,20.0,263.52,265.57,212.53,397.22,25.54,25.21,24.16,28.53,16,0.01,0.42,76
669080,290470213075,blockgroup,39.23604,-94.465808,Charter,Cable,300.0,20.0,350.02,350.94,280.12,351.41,23.15,23.39,19.86,23.56,53,0.02,0.21,357
670115,551351010002,blockgroup,44.349873,-89.097781,Charter,Cable,100.0,10.0,113.25,114.01,97.57,114.45,10.95,11.03,8.72,11.24,40,0.02,1.01,203
675970,261614462001,blockgroup,42.310408,-84.029686,Comcast,Cable,200.0,10.0,236.66,238.0,78.33,238.58,11.81,11.86,8.28,11.92,21,0.01,0.34,321
675974,250039201012,blockgroup,42.730427,-73.191214,Charter,Cable,100.0,10.0,127.97,116.98,83.12,234.46,11.64,11.7,9.13,11.85,43,0.02,0.55,365
675986,420912033043,blockgroup,40.142618,-75.329626,Verizon,Fiber,200.0,200.0,280.45,279.38,189.44,308.33,306.65,310.73,171.61,340.19,12,0.01,0.17,338
676066,191250306002,blockgroup,41.224994,-93.241783,Windstream,DSL,50.0,1.5,38.86,41.72,8.44,42.4,1.7,1.72,0.65,1.86,26,0.08,1.1,230
775730,60372933062,blockgroup,33.78126,-118.302047,Charter,Cable,200.0,10.0,233.78,233.99,225.62,234.46,11.62,11.64,11.36,11.74,13,0.01,0.23,72
775732,12061050508,tract,27.615875,-80.347264,Comcast,Cable,100.0,5.0,117.73,118.99,95.37,119.5,5.92,5.95,4.3,6.0,31,0.03,0.71,195
775734,360610185002,blockgroup,40.795099,-73.967748,Verizon,Fiber,50.0,50.0,56.92,56.92,53.74,57.21,63.22,63.22,63.16,63.27,6,0.02,0.23,366
775808,90035242002,blockgroup,41.662833,-72.672556,Cox,Cable,300.0,30.0,336.4,339.24,223.62,352.22,31.32,31.36,26.65,31.49,19,0.05,0.21,333
775816,480850316552,blockgroup,33.030721,-96.774334,Frontier,Fiber,75.0,75.0,82.0,82.18,64.52,83.37,85.55,85.82,67.8,85.93,7,0.0,0.74,353
797096,420293003023,blockgroup,40.02596,-75.487932,Verizon,Fiber,50.0,50.0,57.03,57.02,55.81,57.4,60.94,62.66,51.27,63.04,14,0.06,1.41,305
797108,240317055011,blockgroup,38.961891,-77.087616,Comcast,Cable,25.0,3.0,29.72,29.75,27.56,29.86,3.54,3.56,0.85,3.78,16,0.04,0.34,310
797156,120570117083,blockgroup,27.975045,-82.567063,Frontier,Fiber,200.0,200.0,201.09,202.46,156.89,204.41,200.95,201.66,137.95,202.52,11,0.03,0.17,330
797194,40109108008,tract,35.470626,-97.38016,Cox,Cable,150.0,10.0,177.64,178.36,159.49,179.45,9.76,9.77,9.01,9.86,15,0.01,0.36,246
797242,250092543023,blockgroup,42.606141,-71.106453,Verizon,Fiber,75.0,75.0,91.68,92.1,50.27,93.95,93.93,93.93,93.55,93.96,9,0.02,0.22,315
797284,51061930206,tract,38.638661,-77.828024,Comcast,Cable,25.0,3.0,28.01,29.54,0.03,29.82,3.41,3.52,0.71,3.59,18,0.06,6.03,354
797292,540490212013,blockgroup,39.412618,-80.185261,Frontier,DSL,12.0,2.0,11.27,11.37,9.21,11.84,1.82,1.86,1.28,1.99,17,0.03,0.52,357
797320,10030115034,blockgroup,30.364363,-87.685272,CenturyLink,DSL,25.0,2.0,22.86,24.91,14.26,25.1,1.88,1.9,1.6,1.97,33,0.03,0.53,350
797340,26121001402,tract,43.19521,-86.250379,Frontier,DSL,12.0,1.0,9.07,9.34,5.94,10.12,0.7,0.71,0.52,0.76,17,0.11,0.61,225
797418,490050005022,blockgroup,41.752757,-111.841799,Comcast,Cable,75.0,15.0,80.52,87.45,1.99,89.59,17.15,17.78,5.66,18.0,36,0.38,3.57,258
797424,40134222211,blockgroup,33.370608,-111.872543,Cox,Cable,300.0,30.0,307.33,310.19,45.34,343.44,29.25,29.43,6.15,29.53,17,0.01,0.22,362
797452,60371255021,blockgroup,34.15635,-118.364381,Charter,Cable,200.0,20.0,229.81,232.34,15.33,234.39,21.58,23.27,6.2,23.46,13,0.07,0.31,363
797456,6073008381,tract,32.928909,-117.122766,Charter,Cable,400.0,20.0,475.5,477.84,432.28,480.18,22.74,23.38,11.84,23.67,26,0.06,0.26,297
797504,484910212021,blockgroup,30.594028,-97.424327,Charter,Cable,200.0,10.0,228.47,233.93,1.32,234.39,11.56,11.64,3.4,11.82,37,0.06,1.21,349
797622,35049010102,tract,35.981453,-106.003278,Windstream,DSL,100.0,25.0,72.47,73.98,38.6,75.33,28.94,29.03,25.33,29.11,31,0.01,0.45,321
797634,120570110081,blockgroup,28.123948,-82.39755,Frontier,Fiber,50.0,50.0,55.83,56.92,32.8,57.37,60.48,60.66,52.67,60.93,20,0.02,1.26,199
797694,181691029004,blockgroup,40.682053,-85.837791,CenturyLink,DSL,10.0,0.768,8.27,9.07,0.44,10.04,0.57,0.57,0.12,0.77,28,0.97,3.63,335
797742,490190003012,blockgroup,38.539932,-109.495615,Charter,Cable,100.0,10.0,116.81,117.01,103.04,117.22,11.68,11.7,11.04,11.87,72,0.02,0.49,325
797760,60371082023,blockgroup,34.279741,-118.584568,Charter,Cable,20.0,2.0,22.37,22.94,1.1,23.45,2.1,2.12,1.22,2.49,18,0.05,1.4,352
797788,27123040504,tract,45.08603,-93.034543,CenturyLink,DSL,20.0,0.896,19.48,20.07,5.85,20.16,0.88,0.9,0.61,0.95,21,0.04,0.35,364
797816,530419718002,blockgroup,46.602784,-122.499508,CenturyLink,DSL,8.0,0.768,7.59,7.74,2.69,8.0,0.68,0.71,0.48,0.75,47,0.05,1.68,320
798160,420550123001,blockgroup,39.756509,-77.571285,Comcast,Cable,300.0,30.0,352.48,354.87,336.08,357.7,34.04,35.46,13.76,35.9,30,0.03,0.69,107
798276,24015030200,tract,39.522268,-75.832015,Comcast,Cable,300.0,10.0,403.31,409.26,93.43,531.97,8.33,5.95,4.46,11.96,15,0.03,0.3,314
798350,19107080200,tract,41.425223,-92.269533,Mediacom,Cable,60.0,5.0,79.46,79.98,15.25,80.12,5.8,5.71,3.74,11.15,29,0.04,0.21,362
798358,191712903002,blockgroup,42.17846,-92.711242,Mediacom,Cable,100.0,10.0,124.18,132.89,38.06,133.52,12.48,12.4,3.96,17.54,25,0.19,0.17,296
798424,330059702002,blockgroup,43.096207,-72.413081,Comcast,Cable,200.0,5.0,236.28,237.88,177.22,241.23,5.94,5.95,5.44,6.01,23,0.01,0.08,207
798428,500070031015,blockgroup,44.451078,-73.090658,Charter,Cable,100.0,10.0,112.89,114.06,91.74,114.61,11.28,11.4,8.27,11.46,28,0.08,1.01,158
798456,34027040200,tract,40.960335,-74.293064,Optimum,Cable,200.0,35.0,185.71,207.51,7.07,234.51,34.07,35.3,17.24,36.45,20,1.01,0.74,331
798486,340190113032,blockgroup,40.489466,-74.833707,Comcast,Cable,300.0,10.0,355.41,356.88,342.57,360.64,11.84,11.88,7.63,11.94,15,0.02,0.67,248
798490,340350537032,blockgroup,40.48415,-74.695238,Comcast,Cable,100.0,5.0,80.63,81.22,58.92,87.87,5.27,5.39,3.65,5.44,13,0.01,0.48,358
798724,60816103021,blockgroup,37.49277,-122.203719,Comcast,Cable,75.0,5.0,89.08,89.32,81.83,89.67,5.65,5.94,1.56,6.03,12,0.04,0.28,340
799112,180859614003,blockgroup,41.326887,-85.694657,CenturyLink,DSL,25.0,2.0,25.14,25.67,10.55,25.76,1.89,1.9,1.0,2.05,29,0.11,0.42,244
799118,490351131091,blockgroup,40.527652,-111.996507,CenturyLink,DSL,12.0,0.896,11.82,12.12,4.55,12.4,0.84,0.85,0.6,0.95,21,0.05,0.54,323
799126,40138131001,blockgroup,33.240166,-111.82751,Cox,Cable,150.0,10.0,172.08,175.96,1.5,179.59,9.86,9.89,4.29,10.12,42,0.05,0.13,354
799148,410670322012,blockgroup,45.371066,-122.8528,Comcast,Cable,175.0,5.0,206.32,208.11,102.31,209.26,5.95,5.95,5.42,6.07,22,0.03,0.33,273
799194,191390503005,blockgroup,41.577338,-91.258014,Mediacom,Cable,200.0,20.0,282.5,265.13,184.67,396.66,27.9,25.82,22.77,39.91,29,0.14,0.13,84
799210,191130009021,blockgroup,42.013022,-91.689989,Mediacom,Cable,200.0,20.0,234.87,237.66,146.28,266.53,23.13,23.83,2.5,28.21,33,0.08,0.41,167
799212,191530106023,blockgroup,41.608508,-93.518793,Mediacom,Cable,100.0,10.0,256.76,264.4,123.16,399.79,27.57,28.1,1.22,41.6,23,0.18,0.42,358
799228,19153000803,tract,41.621442,-93.697676,Mediacom,Cable,100.0,10.0,132.99,133.3,47.36,133.58,11.79,11.71,11.41,15.51,22,0.01,0.09,365
799244,80679403001,blockgroup,37.185318,-107.670547,CenturyLink,DSL,60.0,5.0,49.3,50.3,29.33,52.83,1.73,1.74,1.5,1.98,35,0.01,0.27,350
799342,121130107081,blockgroup,30.605958,-87.173268,Mediacom,Cable,200.0,20.0,278.28,266.59,11.67,400.0,23.59,22.98,2.26,37.37,36,0.15,0.38,162
799346,190610012041,blockgroup,42.509367,-90.75181,Mediacom,Cable,200.0,20.0,264.16,266.6,174.78,268.85,26.13,26.32,20.24,27.6,32,0.02,0.58,367
799364,191530004003,blockgroup,41.632408,-93.622342,CenturyLink,DSL,40.0,5.0,19.23,21.69,3.98,21.78,1.8,1.85,1.24,1.92,27,0.27,1.02,313
799416,410390044034,blockgroup,44.036879,-123.122708,Comcast,Cable,25.0,3.0,29.15,29.61,11.13,30.01,3.48,3.55,2.05,3.7,22,0.04,0.23,249
799428,4025001803,tract,34.865907,-111.835277,CenturyLink,DSL,12.0,0.896,15.64,15.4,13.82,16.54,0.68,0.69,0.31,0.78,32,0.03,0.46,355
799458,39169000200,tract,40.818815,-81.944363,CenturyLink,DSL,20.0,2.0,18.89,19.66,6.2,19.85,1.8,1.85,1.07,1.94,37,0.15,3.26,361
799468,8073961700,tract,39.257315,-103.677363,CenturyLink,DSL,12.0,2.0,11.01,11.07,8.21,11.12,1.84,1.85,1.5,1.89,29,0.02,1.11,328
799472,270030509022,blockgroup,45.144593,-93.147315,Comcast,Cable,75.0,5.0,89.63,89.34,78.98,93.44,5.95,5.96,3.48,6.16,31,0.02,0.18,363
799478,390930131011,blockgroup,41.458256,-81.988574,CenturyLink,DSL,20.0,2.0,18.48,18.21,14.88,20.57,1.39,1.6,0.62,1.72,34,0.06,1.15,339
799518,210670037021,blockgroup,38.086459,-84.560432,Windstream,DSL,25.0,1.0,17.26,17.76,7.42,18.89,0.86,0.79,0.55,1.29,21,0.01,2.86,361
799590,450450025062,blockgroup,34.961835,-82.270506,Charter,Cable,200.0,10.0,199.54,214.56,63.24,229.36,11.0,11.2,6.38,11.41,26,0.04,1.05,278
799592,48335950400,tract,32.367184,-100.853257,Windstream,DSL,100.0,25.0,64.34,64.85,25.45,73.51,20.66,20.69,19.29,20.83,24,0.63,0.31,327
799594,60730200251,blockgroup,33.143544,-117.134468,Cox,Cable,150.0,10.0,136.14,147.14,0.12,147.34,9.78,9.75,6.96,10.67,23,0.74,0.22,326
799602,12009068603,tract,28.393583,-80.601549,Charter,Cable,200.0,20.0,221.54,227.85,10.66,228.89,22.72,22.8,20.52,22.89,22,0.04,0.49,296
799876,291833112211,blockgroup,38.747792,-90.60868,Charter,Cable,200.0,10.0,226.85,227.97,209.27,228.91,9.77,11.29,6.05,11.43,22,0.04,0.53,305
799892,291892180151,blockgroup,38.585506,-90.476999,Charter,Cable,100.0,10.0,114.24,114.28,109.99,114.74,11.41,11.42,10.93,11.45,18,0.0,0.34,315
799922,291892132031,blockgroup,38.74049,-90.418646,Charter,Cable,100.0,10.0,112.41,113.76,100.5,114.45,11.15,11.24,8.06,11.45,17,0.02,0.44,346
799936,60890108061,blockgroup,40.628549,-122.382666,Charter,Cable,400.0,20.0,433.4,448.52,39.59,458.53,20.86,20.95,17.41,21.48,29,0.03,0.76,301
799946,171194009522,blockgroup,38.726811,-90.083319,Charter,Cable,100.0,10.0,113.38,114.19,103.76,114.63,11.31,11.4,9.04,11.46,20,0.04,1.35,344
800012,350450007061,blockgroup,36.715603,-107.909653,Comcast,Cable,275.0,10.0,319.39,326.71,32.3,328.27,11.85,11.92,1.99,11.99,35,0.11,0.09,196
800056,190450008003,blockgroup,41.794453,-90.262719,Mediacom,Cable,100.0,10.0,132.26,133.27,111.76,133.54,12.6,12.34,11.37,17.53,16,0.04,0.42,266
800078,191130030052,blockgroup,41.942284,-91.711791,Mediacom,Cable,100.0,10.0,127.21,130.95,54.37,133.53,11.45,11.39,5.57,16.31,30,0.13,1.31,218
800346,120939102011,blockgroup,27.294718,-80.872933,CenturyLink,DSL,40.0,5.0,45.21,46.69,30.0,47.53,5.92,5.93,5.33,6.46,33,0.03,0.72,236
800348,60590755041,blockgroup,33.754014,-117.828147,Charter,Cable,400.0,20.0,460.61,472.06,15.32,484.28,22.28,22.74,9.66,23.21,16,0.19,0.61,104
801262,270030502361,blockgroup,45.137288,-93.115969,CenturyLink,DSL,7.0,0.896,6.86,7.14,2.78,7.28,0.86,0.87,0.63,0.94,20,0.13,1.31,189
805188,40190040611,blockgroup,32.057987,-110.675006,CenturyLink,DSL,44.0,3.0,40.33,40.94,29.48,41.12,3.07,3.07,2.85,3.14,21,0.02,0.34,253
805676,48439106512,tract,32.754783,-97.191479,Charter,Cable,15.0,3.0,225.06,226.86,165.05,228.81,11.41,11.4,9.69,11.78,25,0.04,1.09,351
805686,510131014011,blockgroup,38.882067,-77.117097,Verizon,Fiber,100.0,100.0,99.74,99.93,66.1,100.42,118.51,118.56,102.2,119.02,12,0.02,0.34,366
805692,530719206005,blockgroup,46.044452,-118.346814,Charter,Cable,100.0,10.0,113.21,114.13,94.67,114.44,11.38,11.39,11.15,11.45,31,0.07,0.33,265
805700,410430308011,blockgroup,44.53924,-122.921489,Comcast,Cable,275.0,10.0,324.28,326.93,205.76,328.17,11.85,11.86,11.21,12.01,25,0.1,0.43,198
805734,11001004300,tract,38.917049,-77.034112,Verizon,Fiber,100.0,100.0,153.19,153.23,131.91,157.78,153.74,155.4,81.09,157.83,11,0.01,0.33,334
806222,60590626201,blockgroup,33.535727,-117.760819,Cox,Cable,150.0,10.0,170.55,176.42,19.94,179.49,10.33,10.45,0.88,10.52,15,0.11,1.55,353
806228,340311243211,blockgroup,40.872069,-74.162323,Optimum,Cable,200.0,35.0,217.7,220.48,104.4,233.15,35.51,35.89,28.37,36.66,14,0.06,0.35,298
806342,261635624002,blockgroup,42.35458,-83.483439,Comcast,Cable,25.0,2.0,29.27,29.75,18.29,29.97,2.33,2.36,1.25,2.46,19,0.01,0.61,350
811962,201137886003,blockgroup,38.361872,-97.673167,Cox,Cable,50.0,3.0,58.1,59.5,20.23,60.1,2.9,2.92,2.38,2.96,41,0.07,0.37,363
814967,18167010500,tract,39.463769,-87.449947,Charter,Cable,100.0,10.0,116.32,116.99,66.98,117.54,11.68,11.69,11.33,11.75,31,0.03,0.44,317
846955,24021752303,tract,39.312905,-77.502858,Comcast,Cable,300.0,10.0,353.18,356.87,26.65,360.51,11.79,11.86,7.4,11.92,14,0.05,0.41,199
849846,340350526033,blockgroup,40.656393,-74.537337,Verizon DSL,DSL,3.0,0.768,1.19,1.25,0.21,1.48,0.34,0.35,0.18,0.36,43,0.02,29.69,356
849860,421298059041,blockgroup,40.178359,-79.815173,Comcast,Cable,25.0,3.0,28.38,29.64,14.07,29.8,3.5,3.55,2.29,3.65,21,0.08,0.56,363
849888,60371065201,blockgroup,34.30975,-118.457241,Frontier,DSL,6.0,0.768,4.86,4.88,4.04,4.88,0.71,0.71,0.54,0.73,14,0.02,1.3,340
849914,400790406024,blockgroup,34.900703,-94.670651,Windstream,DSL,10.0,0.768,9.07,9.34,3.18,11.03,0.8,0.77,0.48,1.13,44,0.26,4.65,216
868540,360610169003,blockgroup,40.786644,-73.973918,Verizon DSL,DSL,15.0,1.0,8.54,8.49,7.77,9.58,0.85,0.86,0.64,0.88,34,0.02,1.17,228
868640,4013105002,tract,33.522113,-111.946324,Cox,Cable,150.0,10.0,168.97,169.92,101.71,176.68,9.7,9.71,3.98,9.95,23,0.49,0.12,347
882108,271630709092,blockgroup,44.980574,-92.955968,Comcast,Cable,75.0,5.0,83.77,86.04,5.28,89.61,5.56,5.88,1.39,6.03,19,0.09,0.59,355
889037,210490201032,blockgroup,37.965448,-84.223118,Charter,Cable,100.0,10.0,110.13,112.27,64.51,118.43,11.63,11.67,10.26,11.76,35,0.01,1.14,311
889770,370670026044,blockgroup,36.144258,-80.330122,Charter,Cable,100.0,10.0,105.24,116.77,34.44,117.22,11.57,11.65,9.34,11.9,28,0.41,0.81,362
890362,390250415051,blockgroup,39.042085,-84.265549,Cincinnati Bell,DSL,10.0,1.0,8.31,8.5,2.61,8.53,0.85,0.87,0.38,0.92,42,0.04,1.84,342
890400,390250402033,blockgroup,39.235609,-84.200816,Cincinnati Bell,DSL,50.0,5.0,45.32,45.22,18.08,78.65,6.3,2.89,1.65,24.06,19,0.2,1.01,316
890486,90034977002,blockgroup,41.77543,-72.770025,Comcast,Cable,300.0,10.0,334.6,336.44,130.97,354.49,11.84,11.88,8.69,12.01,21,0.02,0.16,252
890494,250173652014,blockgroup,42.386251,-71.441679,Comcast,Cable,300.0,10.0,346.51,348.13,225.73,354.77,11.84,11.89,8.82,11.98,19,0.05,0.17,354
890508,9009154800,tract,41.24967,-72.97019,Comcast,Cable,300.0,10.0,328.84,337.91,236.19,356.83,10.73,10.8,9.3,11.87,25,0.01,0.48,190
890842,8031004003,tract,39.659837,-104.930641,Comcast,Cable,275.0,10.0,324.5,325.54,299.17,327.38,11.87,11.89,10.66,12.0,23,0.03,0.17,327
890886,39061002000,tract,39.122219,-84.484919,Cincinnati Bell,Fiber,50.0,10.0,49.33,53.58,20.17,54.34,10.77,10.81,9.34,10.88,11,0.08,0.5,351
901640,40130923091,blockgroup,33.563484,-112.156446,CenturyLink,DSL,15.0,0.75,15.61,16.38,6.73,16.75,0.73,0.74,0.48,0.78,28,0.05,0.57,250
901648,60290052072,blockgroup,35.760168,-118.434412,Mediacom,Cable,60.0,5.0,49.3,55.16,0.02,127.91,2.73,2.82,0.14,3.07,57,1.18,1.91,320
901654,120510004011,blockgroup,26.755141,-81.500362,CenturyLink,DSL,1.5,0.256,1.37,1.43,0.58,1.6,0.16,0.16,0.11,0.24,135,0.04,22.96,277
901658,370370202021,blockgroup,35.793387,-79.222216,CenturyLink,DSL,3.0,0.512,2.9,2.97,0.94,3.5,0.61,0.62,0.37,0.71,40,0.13,1.73,366
901680,191130002092,blockgroup,42.043021,-91.632142,Mediacom,Cable,60.0,5.0,80.41,77.3,70.97,133.28,6.98,5.69,5.61,13.67,34,0.14,0.33,45
901690,81230013004,blockgroup,40.43526,-104.731491,Comcast,Cable,75.0,5.0,87.91,89.17,75.5,89.76,5.89,5.92,5.02,5.98,24,0.02,0.44,362
901694,60855077021,blockgroup,37.308892,-122.049981,Comcast,Cable,75.0,5.0,87.4,89.06,45.22,89.42,5.78,5.9,1.51,6.0,13,0.03,0.41,329
901696,481439501002,blockgroup,32.421067,-98.260981,CenturyLink,DSL,1.5,0.256,1.17,1.24,0.31,1.48,0.18,0.2,0.11,0.21,67,0.07,32.15,276
901698,8041006902,tract,38.945894,-104.748387,CenturyLink,DSL,100.0,10.0,98.9,99.9,49.92,101.42,10.23,10.27,5.18,10.34,22,0.02,0.47,362
901722,20107955101,tract,38.28456,-94.892799,CenturyLink,DSL,3.0,0.512,1.95,2.04,0.18,2.86,0.48,0.49,0.12,0.53,62,0.81,22.2,347
901730,53035090902,tract,47.634656,-122.510855,CenturyLink,DSL,5.0,0.896,3.5,3.1,1.74,5.53,0.73,0.73,0.42,0.76,51,0.09,1.46,365
901822,550291010002,blockgroup,44.735613,-87.671186,CenturyLink,DSL,20.0,2.0,14.57,14.63,0.16,15.45,1.6,1.61,1.47,1.7,53,0.01,0.76,351
901840,511910103022,blockgroup,36.782882,-82.010502,CenturyLink,DSL,3.0,0.64,2.85,2.87,1.68,2.93,0.5,0.5,0.21,0.58,51,0.02,0.58,356
901844,40250016053,blockgroup,34.631444,-111.784776,CenturyLink,DSL,5.0,0.896,3.26,3.44,1.04,3.49,0.72,0.74,0.5,0.77,57,0.14,2.97,182
901866,4007000302,tract,34.249089,-111.344441,CenturyLink,DSL,1.5,0.896,1.09,1.14,0.3,1.25,0.56,0.57,0.33,0.69,55,0.03,6.52,360
901894,261112911012,blockgroup,43.780444,-84.260441,CenturyLink,DSL,6.0,0.512,5.03,5.61,1.16,5.95,0.42,0.44,0.18,0.49,59,0.12,25.82,288
